/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_460.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_460.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_460.jpg, 0, 0, 0, 9.468851
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_566.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_566.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_566.jpg, 0, 0, 0, 9.373345
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_672.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_672.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_672.jpg, 0.1224089, 0, 0, 9.27632
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_772.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_772.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_772.jpg, 0.4076879, 0, 0, 9.140897
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_876.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_876.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_876.jpg, 0.04376364, 0.09842706, 0, 9.057372
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_15_977.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_15_977.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_15_977.jpg, 0, 0.4004188, 0, 9.277329
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_16_080.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_16_080.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_16_080.jpg, 0, 0.7080331, 0, 9.866938
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_16_185.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_16_185.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_16_185.jpg, -0.1198926, 1, 0, 10.79947
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_16_291.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_16_291.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_16_291.jpg, 0, 1, 0, 12.02612
/home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/center_2020_01_26_14_02_16_395.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/left_2020_01_26_14_02_16_395.jpg, /home/mridul/Downloads/gephi-0.9.2/beta_simulator_linux/data/IMG/right_2020_01_26_14_02_16_395.jpg, 0, 1, 0, 13.08488
